label,url,status,final_or_redirect,redirect_hops,title,canonical,robots,h1,x_robots_tag,hub_exact_href,assets,result,checked_timestamp,main_sha,production_sha_note,evidence
cond_ใช้งานปกติ,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ใช้งานปกติ/,200,,0,รับซื้อโน๊ตบุ๊คใช้งานปกติ ประเมินตามรุ่น สเปก และอุปกรณ์ | ร้านรับซื้อโน๊ตบุ๊ค.com,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ใช้งานปกติ/,,รับซื้อโน๊ตบุ๊คใช้งานปกติ ส่งรูปและสเปกเพื่อประเมินตามสภาพจริง,,False,size=47710,PASS,2026-08-04T10:40:52Z,69eb245e18e27ccd508b098b1065ca8a9075af2c,CONTENT_FINGERPRINT_MATCH_REMEDIATION; GHA_WRANGLER_DEPLOY_FAILED,status=200; xr=; loc=
cond_ไม่มีที่ชาร์จ,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ไม่มีที่ชาร์จ/,200,,0,รับซื้อโน๊ตบุ๊คไม่มีที่ชาร์จ ได้ไหม ประเมินตามรุ่นและอุปกรณ์ | ร้านรับซื้อโน๊ตบุ๊ค.com,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ไม่มีที่ชาร์จ/,,รับซื้อโน๊ตบุ๊คไม่มีที่ชาร์จ แจ้งรุ่นและอุปกรณ์ที่มีเพื่อประเมินเบื้องต้น,,False,size=58668,PASS,2026-08-04T10:40:52Z,69eb245e18e27ccd508b098b1065ca8a9075af2c,CONTENT_FINGERPRINT_MATCH_REMEDIATION; GHA_WRANGLER_DEPLOY_FAILED,status=200; xr=; loc=
brand_acer,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/acer/,200,,0,รับซื้อโน๊ตบุ๊ค Acer มือสอง ประเมินตามสเปกและสภาพ | ร้านรับซื้อโน๊ตบุ๊ค.com,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/acer/,,รับซื้อโน๊ตบุ๊ค Acer มือสอง หลายรุ่นยอดนิยม,,False,size=62271,PASS,2026-08-04T10:40:52Z,69eb245e18e27ccd508b098b1065ca8a9075af2c,CONTENT_FINGERPRINT_MATCH_REMEDIATION; GHA_WRANGLER_DEPLOY_FAILED,status=200; xr=; loc=
brand_asus,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus/,200,,0,รับซื้อโน๊ตบุ๊ค Asus มือสอง ประเมินตามสเปกและสภาพ | ร้านรับซื้อโน๊ตบุ๊ค.com,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus/,,รับซื้อโน๊ตบุ๊ค Asus มือสอง หลายรุ่นยอดนิยม,,False,size=61974,PASS,2026-08-04T10:40:52Z,69eb245e18e27ccd508b098b1065ca8a9075af2c,CONTENT_FINGERPRINT_MATCH_REMEDIATION; GHA_WRANGLER_DEPLOY_FAILED,status=200; xr=; loc=
brand_dell,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/dell/,200,,0,รับซื้อโน๊ตบุ๊ค Dell มือสอง ประเมินตามสเปกและสภาพ | ร้านรับซื้อโน๊ตบุ๊ค.com,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/dell/,,รับซื้อโน๊ตบุ๊ค Dell มือสอง หลายรุ่นยอดนิยม,,False,size=61347,PASS,2026-08-04T10:40:52Z,69eb245e18e27ccd508b098b1065ca8a9075af2c,CONTENT_FINGERPRINT_MATCH_REMEDIATION; GHA_WRANGLER_DEPLOY_FAILED,status=200; xr=; loc=
brand_hp,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp/,200,,0,รับซื้อโน๊ตบุ๊ค HP มือสอง ประเมินตามสเปกและสภาพ | ร้านรับซื้อโน๊ตบุ๊ค.com,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp/,,รับซื้อโน๊ตบุ๊ค HP มือสอง หลายรุ่นยอดนิยม,,False,size=62118,PASS,2026-08-04T10:40:52Z,69eb245e18e27ccd508b098b1065ca8a9075af2c,CONTENT_FINGERPRINT_MATCH_REMEDIATION; GHA_WRANGLER_DEPLOY_FAILED,status=200; xr=; loc=
brand_lenovo,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo/,200,,0,รับซื้อโน๊ตบุ๊ค Lenovo มือสอง ประเมินตามสเปกและสภาพ | ร้านรับซื้อโน๊ตบุ๊ค.com,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo/,,รับซื้อโน๊ตบุ๊ค Lenovo มือสอง หลายรุ่นยอดนิยม,,False,size=63090,PASS,2026-08-04T10:40:52Z,69eb245e18e27ccd508b098b1065ca8a9075af2c,CONTENT_FINGERPRINT_MATCH_REMEDIATION; GHA_WRANGLER_DEPLOY_FAILED,status=200; xr=; loc=
brand_macbook,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook/,200,,0,รับซื้อ MacBook มือสอง ประเมินตามชิปและแบต | ร้านรับซื้อโน๊ตบุ๊ค.com,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook/,,รับซื้อ MacBook มือสอง หลายรุ่นยอดนิยม,,False,size=64915,PASS,2026-08-04T10:40:52Z,69eb245e18e27ccd508b098b1065ca8a9075af2c,CONTENT_FINGERPRINT_MATCH_REMEDIATION; GHA_WRANGLER_DEPLOY_FAILED,status=200; xr=; loc=
prov_กรุงเทพ,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/กรุงเทพ/,200,,0,รับซื้อโน๊ตบุ๊คกรุงเทพ ประเมินฟรีผ่านไลน์ @webuy | ร้านรับซื้อโน๊ตบุ๊ค.com,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/กรุงเทพ/,,รับซื้อโน๊ตบุ๊ค กรุงเทพ ประเมินไว ส่งรูปเช็คราคาฟรี,,False,size=69856,PASS,2026-08-04T10:40:52Z,69eb245e18e27ccd508b098b1065ca8a9075af2c,CONTENT_FINGERPRINT_MATCH_REMEDIATION; GHA_WRANGLER_DEPLOY_FAILED,status=200; xr=; loc=
prov_เชียงใหม่,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/เชียงใหม่/,200,,0,รับซื้อโน๊ตบุ๊คเชียงใหม่ ประเมินฟรีผ่านไลน์ @webuy | ร้านรับซื้อโน๊ตบุ๊ค.com,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/เชียงใหม่/,,รับซื้อโน๊ตบุ๊ค เชียงใหม่ ประเมินไว ส่งรูปเช็คราคาฟรี,,False,size=67641,PASS,2026-08-04T10:40:52Z,69eb245e18e27ccd508b098b1065ca8a9075af2c,CONTENT_FINGERPRINT_MATCH_REMEDIATION; GHA_WRANGLER_DEPLOY_FAILED,status=200; xr=; loc=
prov_ขอนแก่น,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ขอนแก่น/,200,,0,รับซื้อโน๊ตบุ๊คขอนแก่น ประเมินฟรีผ่านไลน์ @webuy | ร้านรับซื้อโน๊ตบุ๊ค.com,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ขอนแก่น/,,รับซื้อโน๊ตบุ๊ค ขอนแก่น ประเมินไว ส่งรูปเช็คราคาฟรี,,False,size=73363,PASS,2026-08-04T10:40:52Z,69eb245e18e27ccd508b098b1065ca8a9075af2c,CONTENT_FINGERPRINT_MATCH_REMEDIATION; GHA_WRANGLER_DEPLOY_FAILED,status=200; xr=; loc=
prov_อุบลราชธานี,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อุบลราชธานี/,200,,0,รับซื้อโน๊ตบุ๊คอุบลราชธานี ประเมินฟรีผ่านไลน์ @webuy | ร้านรับซื้อโน๊ตบุ๊ค.com,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อุบลราชธานี/,,รับซื้อโน๊ตบุ๊ค อุบลราชธานี ประเมินไว ส่งรูปเช็คราคาฟรี,,False,size=75784,PASS,2026-08-04T10:40:52Z,69eb245e18e27ccd508b098b1065ca8a9075af2c,CONTENT_FINGERPRINT_MATCH_REMEDIATION; GHA_WRANGLER_DEPLOY_FAILED,status=200; xr=; loc=
prov_นครราชสีมา,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นครราชสีมา/,200,,0,รับซื้อโน๊ตบุ๊คนครราชสีมา ประเมินฟรีผ่านไลน์ @webuy | ร้านรับซื้อโน๊ตบุ๊ค.com,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นครราชสีมา/,,รับซื้อโน๊ตบุ๊ค นครราชสีมา ประเมินไว ส่งรูปเช็คราคาฟรี,,False,size=75303,PASS,2026-08-04T10:40:52Z,69eb245e18e27ccd508b098b1065ca8a9075af2c,CONTENT_FINGERPRINT_MATCH_REMEDIATION; GHA_WRANGLER_DEPLOY_FAILED,status=200; xr=; loc=
series_acer_aspire_5,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/acer-aspire-5/,200,,0,รับซื้อ Acer Aspire 5 มือสอง ประเมินตามสเปกและสภาพจอ | ร้านรับซื้อโน๊ตบุ๊ค.com,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/acer-aspire-5/,,รับซื้อ Acer Aspire 5 มือสอง ประเมินราคายุติธรรม,,False,size=47381,PASS,2026-08-04T10:40:52Z,69eb245e18e27ccd508b098b1065ca8a9075af2c,CONTENT_FINGERPRINT_MATCH_REMEDIATION; GHA_WRANGLER_DEPLOY_FAILED,status=200; xr=; loc=
